AUTHOR,PUBLICATION DATE,TITLE,Thesis #,FILE NAME,Online
"McCulla, Michael  ",1980.0,"The genesis of the Los Ochos uranium deposits, Saguache County, Colorado",1393.0,"Mackay423_McCulla.pdf, Mackay423_McCulla_map_0001.jpg",
"Mcculla, Michael S.",1980,"The Genesis Of The Los Ochos Uranium Deposits, Saguache County, Colorado.",,,https://search.proquest.com/docview/302988757?accountid=452
"McDaniel, Scott Byron",1982.0,"Permian-Triassic source bed analysis at Quinn River Crossing, Humboldt County, Nevada",1623.0,Mackay424_McDaniel.pdf,
"Mcdaniel, Scott Byron",1982,"Permian-Triassic Source Bed Analysis At Quinn River Crossing, Humboldt County, Nevada.",,,https://search.proquest.com/docview/303224050?accountid=452
"Mcevoy, Daniel J.",2015,Physically Based Evaporative Demand As A Drought Metric: Historical Analysis And Seasonal Prediction,,,https://search.proquest.com/docview/1732683599?accountid=452
"Mcevoy, Daniel J.",2012,An Evaluation Of Multi-Scalar Drought Indices In Nevada And Eastern California,,,https://search.proquest.com/docview/1022644992?accountid=452
"McFarlane, Deborah Nyal",1981.0,"Oreana tungsten-bearing pegmatite and related Rocky Canyon stock, Pershing County, Nevada",1564.0,"Mackay425_McFarlaneD.pdf, Mackay425_McFarlaneD_map_0001.jpg",
"Mcfarlane, Deborah Nyal",1981,"Oreana Tungsten-Bearing Pegmatite And Related Rocky Canyon Stock, Pershing County, Nevada.",,,https://search.proquest.com/docview/303153641?accountid=452
"McFarlane, Michael James ",1981.0,"Geology of the Moonlight Valley porphyry copper deposit, Lights Creek, Plumas County California",1569.0,"Mackay426_McFarlaneM.pdf, Mackay426_McFarlaneM_map_0001.jpg, Mackay426_McFarlaneM_map_0002.jpg, Mackay426_McFarlaneM_map_0003.jpg",
"Mcfarlane, Michael James",1981,"Geology Of The Moonlight Valley Porphyry Copper Deposit, Lights Creek, Plumas County, California.",,,https://search.proquest.com/docview/303020689?accountid=452
"Mcfarlane, Michael James",2001,"Late Paleozoic Tectonism In The Northern Snake Mountains, Elko County, Nevada",,,https://search.proquest.com/docview/275917240?accountid=452
"McGarvie, Scott Douglas",1979.0,Utilization of selected soil properties to estimate saturated hydraulic conductivity in the Truckee Meadows,1306.0,Mackay427_McGarvie.pdf,
"Mcgarvie, Scott Douglas",1979,Utilization Of Selected Soil Properties To Estimate Saturated Hydraulic Conductivity In The Truckee Meadows.,,,https://search.proquest.com/docview/302938174?accountid=452
"McGill, Sandra L.",1985.0,Thiocyanate formation by reaction of metal sulfides with cyanide,1997.0,Mackay428_McGill.pdf,
"Mcgill, Sandra Lee",1985,Thiocyanate Formation By Reaction Of Metal Sulfides With Cyanide,,,https://search.proquest.com/docview/303356188?accountid=452
"McGillis, John L",1967.0,The silver content of caliche on alluvial fans as a regional guide to areas of silver and gold mineralization in the Basin and Range province,230.0,Mackay429_McGillis.pdf,
"Mcgraw, David Steven",1998,"Investigating The Source Of Stormflow In A Small, Sierra Nevada Watershed",,,https://search.proquest.com/docview/304439845?accountid=452
"Mchugh, Jeremy C.",2006,"Late Paleozoic Contraction In The Northern Hot Creek Range, Nye County, Nevada",,,https://search.proquest.com/docview/305275743?accountid=452
"Mckay, Sara E.",2006,Geotechnical Analysis Of Horizontal Drains As A Landslide Mitigation Method In Western Washington,,,https://search.proquest.com/docview/305278519?accountid=452
"McKay, Wallace Alan",1991.0,"Analysis of groundwater quality in New Washoe City, Nevada",2825.0,Mackay430_McKay.pdf,
"Mckay, Wallace Alan",1991,"Analysis Of Groundwater Quality In New Washoe City, Nevada",,,https://search.proquest.com/docview/303927771?accountid=452
"McKenna, Sean Andrew ",1990.0,"Examination of water quality and groundwater-surface water interaction during drought periods, Truckee River, California-Nevada",2673.0,Mackay432_McKenna.pdf,
"Mckenna, Sean Andrew",1990,"Examination Of Water Quality And Groundwater/Surface Water Integration During Drought Periods, Truckee River, California/Nevada",,,https://search.proquest.com/docview/303846779?accountid=452
"McKinney, Roy Franklin",1976.0,"Environmental geology of southeast Carson City, Nevada",1102.0,"Mackay433_McKinney.pdf, Mackay433_McKinney_map_0001.jpg, Mackay433_McKinney_map_0002.jpg, Mackay433_McKinney_map_0003.jpg",
"Mckinney, Roy Franklin",1976,"Environmental Geology Of Southeast Carson City, Nevada.",,,https://search.proquest.com/docview/302758558?accountid=452
"McLelland, Douglas ",1967.0,"Geology of the basement complex Thorvald Nilsen Mountains, Antarctica",210.0,"Mackay434_McLelland.pdf, Mackay434_McLelland_map_0001.jpg, Mackay434_McLelland_map_0002.jpg",
"Mcmahon, Adam M.",2013,Created Ponds As Indicators Of Restored Sierra Nevada Meadow Hydrology,,,https://search.proquest.com/docview/1445976075?accountid=452
"Mcmillion, L. Glen",2005,Defining The Passive State Of Alloy 22 Using Electrochemical Impedance Spectroscopy And Deterministic Modeling,,,https://search.proquest.com/docview/305463462?accountid=452
"McMillion, Leslie Glen, Jr.",1990.0,Mechanisms of chemical suppression of rocket exhaust afterburning,2688.0,Mackay435_McMillion.pdf,
"Mcmurry, Sean Elisabeth",2007,"A View Of The West: Community And Visual Landscape In Depression-Era Rabbithole Springs Mining District, Pershing County, Nevada",,,https://search.proquest.com/docview/304827743?accountid=452
"Mcnulty, Beth L. B.",1996,The Flash Flood Potential Of Keystone Canyon As Related To Possible Changes In Land Use,,,https://search.proquest.com/docview/304277173?accountid=452
"McPartland, Jack Stuart",1989.0,The extraction of metals from metal containing catalysts by supercritical fluids,2545.0,Mackay436_McPartland.pdf,
"Mcpartland, Jack Stuart",1989,The Extraction Of Metals From Metal Containing Catalysts By Supercritical Fluids,,,https://search.proquest.com/docview/303782514?accountid=452
"Meadows, Darren G.",2006,Development And Application Of Laboratory And Geophysical Methods For The Determination Of Hydraulic Properties On Desert Pavements In The Mojave Desert,,,https://search.proquest.com/docview/305275984?accountid=452
"Meaney, Kevin Edward",1992,"A Deuterium Calibrated, Discrete State Compartment Model Of Regional Groundwater Flow In The Diamond Valley Area, Central Nevada",,,https://search.proquest.com/docview/303995703?accountid=452
"Meeker, Lawrence E.",1990.0,Engineering and economic factors affecting the cost of railroad ballast,2718.0,Mackay437_Meeker.pdf,http://search.proquest.com/docview/303868527/abstract?accountid=452
"Meeker, Lawrence E.",1990,Engineering And Economic Factors Affecting The Cost Of Railroad Ballast,,,https://search.proquest.com/docview/303868527?accountid=452
"Meinert, Michael S.",2009,"Spatial And Temporal Variation Of Dissolved Arsenic Concentrations In The Intermediate Aquifer Of The Lahontan Valley, Nevada",,,https://search.proquest.com/docview/304946914?accountid=452
"Mela, Kenneth",1997,Interpretation Of Stochastic Hydrogeologic Properties From Seismic Data,,,https://search.proquest.com/docview/304363275?accountid=452
"Melgin, Wendy Lynn",1985,"The Influence Of Hillslope Hydrology On Nitrate Transport In A Forested Watershed, Near Lake Tahoe",,,https://search.proquest.com/docview/303352127?accountid=452
"Menicucci, Anthony Joseph",2010,Paleolimnology And Paleontology Of The Miocene Quincy Diatomite Deposit,,,https://search.proquest.com/docview/755035553?accountid=452
"Mercer, Michael Mills",2002,Determining Average Basin Rainfall Using The Wsr-88D For The Lake Tahoe And Truckee River Watersheds,,,https://search.proquest.com/docview/230875612?accountid=452
"Merenbach, Simon ",1924.0,The problems of the gas department,412.0,Mackay438_Merenbach.pdf,
"Merritt, Nancy J",1991.0,"Polyphase deformation of possible Proterozoic to Lower Cambrian Miogeoclinal rocks of the Dinkey Creek pendant, central Sierra Nevada",2758.0,"Mackay439_MerrittN.pdf, Mackay439_MerrittN_map_0001.jpg, Mackay439_MerrittN_map_0002.jpg, Mackay439_MerrittN_map_0003.jpg, Mackay439_MerrittN_map_0004.jpg, Mackay439_MerrittN_map_0005.jpg, Mackay439_MerrittN_map_0006.jpg",
"Merritt, Nancy Jean",1991,"Polyphase Deformation Of Possible Proterozoic To Lower Cambrian Miogeoclinal Rocks Of The Dinkey Creek Pendant, Central Sierra Nevada, California",,,https://search.proquest.com/docview/303947898?accountid=452
"Merritt, Robert Gordon",1978.0,Digital simulation of snowmelt runoff,1261.0,Mackay440_MerrittR.pdf,
"Merritt, Robert Gordon",1978,Digital Simulation Of Snowmelt Runoff.,,,https://search.proquest.com/docview/302884310?accountid=452
"Metcalf (Niemeyer), Linda Anne",1982.0,Tephrostratigraphy and potassium-argon age determinations of seven volcanic ash layers in the Muddy Creek Formation of southern Nevada,1627.0,Mackay483_Metcalf(Niemeyer).pdf,
"Metcalf, Linda Anne",1982,Tephrostratigraphy And Potassium - Argon Age Determinations Of Seven Volcanic Ash Layers In The Muddy Creek Formation Of Southern Nevada.,,,https://search.proquest.com/docview/303069251?accountid=452
"Metzger, Stephen M.",1999,Dust Devils As Aeolian Transport Mechanisms In Southern Nevada And The Mars Pathfinder Landing Site,,,https://search.proquest.com/docview/304512649?accountid=452
"Meyer, Brent A.",2005,"Critical Factors Limiting Microbial Iron(Iii)- And Manganese(Iv)-Oxide Reduction: Oxide Surface Area, Dissolved Concentration Of Reduced Ion, And Arsenic Absorption",,,https://search.proquest.com/docview/305461048?accountid=452
"Michaels, Joshua A.",2011,Super-Resolution Enhancement From Multiple Overlapping Images: A Fractional Area Technique,,,https://search.proquest.com/docview/894267772?accountid=452
"Middlebrook, John ",1957.0,"Geology at Tungsten, Nevada, emphasizing structural aspects",Tm M627,"Mackay441_Middlebrook.pdf, Mackay441_Middlebrook_map_0001.jpg, Mackay441_Middlebrook_map_0002.jpg",
"Mifflin, Martin David",1968.0,Delineation of ground-water flow systems in Nevada,310.0,"Mackay442_Mifflin.pdf, Mackay442_Mifflin_map_0001.jpg",
"Mifflin, Martin David",1968,Delineation Of Groundwater Flow Systems In Nevada,,,https://search.proquest.com/docview/302315699?accountid=452
"Mihevc, Todd Michael",1997,Estimation Of Seepage Loss From Perennial Streams Adjacent To The Owens Lake Playa,,,https://search.proquest.com/docview/304356882?accountid=452
"Miller, Barry C.",2012,"Slope Stability Of The Hunter Creek Formation: A Geotechnical Investigation Near Mogul, Nevada",,,https://search.proquest.com/docview/1022987252?accountid=452
"Miller, Donn William",1978.0,"Hydrogeologic analysis of shallow hole temperatures at Allen Springs and Lee Hot Springs, Churchill County, Nevada",1232.0,"Mackay443_Miller.pdf, Mackay443_Miller_map_0001.jpg",
"Miller, Donn William",1978,"Hydrogeologic Analysis Of Shallow Hole Temperatures At Allen Springs And Lee Hot Springs Churchill County, Nevada",,,https://search.proquest.com/docview/302885609?accountid=452
"Miller, Matthieu B.",2010,"Characterization Of Mercury Concentration, Form, And Air-Surface Exchange Associated With The Area Surrounding And Within Two Nevada Gold Mines",,,https://search.proquest.com/docview/501800343?accountid=452
"Mindling, Anthony Leo",1965.0,"An investigation of the relationship of the physical properties of fine-grained sediments to land subsidence in Las Vegas Valley, Nevada",22.0,Mackay444_Mindling.pdf,
"Mink, Josephine Lisa",1996,Corrosion Study Of Reno Drinking Water,,,https://search.proquest.com/docview/304250139?accountid=452
"Misener, Ray Hammond",1942.0,"The pumping station of the Carlos Francisco Mine, Casapalca, Peru, South America",Tm M678p,Mackay445_Misener.pdf,
"Mishra, Amrita",2009,Design And Reversible Hydrogen Storage Capacity Determination Of Unique Nanoarrays Of Titanium Dioxide And Carbon Nanotubes,,,https://search.proquest.com/docview/304949596?accountid=452
"Mishra, Gunjan",2005,Selective Flotation Of Gold From Chalcopyrite Concentrate,,,https://search.proquest.com/docview/305463148?accountid=452
"Mitchell, A. Wallace",1977.0,"Geology of some bedded barite deposits, north central Nevada",1160.0,"Mackay446_MitchellW.pdf, Mackay446_MitchellW_map_0001.jpg, Mackay446_MitchellW_map_0002.jpg, Mackay446_MitchellW_map_0003.jpg",
"Mitchell, Albert Wallace, Iii",1977,"Geology Of Some Bedded Barite Deposits, North Central Nevada.",,,https://search.proquest.com/docview/302849499?accountid=452
"Mitchell, Burke M. ",1986.0,"An engineering analysis of the May 1983 rock slope failure on Slide Mountain, Nevada",2088.0,Mackay447_MitchellB.pdf,http://search.proquest.com/docview/303438153/citation/71D636F798E1416CPQ/1?accountid=452
"Mitchell, Burke M.",1986,"An Engineering Analysis Of The May 1983 Rock Slope Failure On Slide Mountain, Nevada (Rockslide, Landslide, Geotechnical)",,,https://search.proquest.com/docview/303438153?accountid=452
"Mitson, Scott Charles",1990.0,Inhibition of hydrogen-oxygen-nitrogen diffusion flames by potassium superoxide,2719.0,Mackay448_Mitson.pdf,
"Mizell, Nancy Brent Hunt",1975.0,"Quarternary geology of the central Truckee Meadows, Nevada",935.0,"Mackay449_MizellN.pdf, Mackay449_MizellN_map_0001.jpg, Mackay449_MizellN_map_0002.jpg",http://search.proquest.com/docview/302797408/citation/B1F1A71D224D45D9PQ/1?accountid=452
"Mizell, Nancy Brent Hunt",1975,"Quaternary Geology Of The Central Truckee Meadows, Nevada.",,,https://search.proquest.com/docview/302797408?accountid=452
"Mizell, Stephen A. ",1975.0,A preliminary study of flow-sediment transport in mountainous watersheds,947.0,Mackay450_MizellS.pdf,
"Mizell, Stephen Alfred",1975,A Preliminary Study Of Flow-Sediment Transport In Mountainous Watersheds.,,,https://search.proquest.com/docview/302806203?accountid=452
"Mlawsky, Elijah T.",2016,"Basin Geometry Estimates Using Terrestrial Gravimetry Study Of Bridgeport Valley, Ca",,,https://search.proquest.com/docview/1808414255?accountid=452
"Mock, Ralph G.",1972.0,"Correlation of land surfaces in the Truckee River valley between Reno and Verdi, Nevada",625.0,"Mackay451_Mock.pdf, Mackay451_Mock_map_0001.jpg, Mackay451_Mock_map_0002.jpg",
"Moen, Patricia Ann",1995,A Plan To Increase Participation In Recycling Programs In Washoe County,,,https://search.proquest.com/docview/304210218?accountid=452
"Moeser, C. David",2010,"Development, Analysis And Use Of A Distributed Wireless Sensor Network For Quantifying Spatial Trends Of Snow Depth And Snow Water Equivalence Around Meteorological Stations With And Without Snow Sensing Equipment",,,https://search.proquest.com/docview/839908218?accountid=452
"Mohal, Brij Raj",1984.0,Microflotation studies of hexadecyl sulfate flotation of barite,1853.0,Mackay452_Mohal.pdf,
"Mohal, Brij Raj",1984,Microflotation Studies Of Hexadecyl Sulfate Flotation Of Barite.,,,https://search.proquest.com/docview/303304381?accountid=452
"Mohammad, Shahnewaz",2013,"Geochemistry Of Naturally Occurring Arsenic In The Humboldt River Basin, Nevada",,,https://search.proquest.com/docview/1496773629?accountid=452
"Mohansingh, Rupali",2000,Adsorption Of Gold From Gold Copper Ammonium Thiosulfate Complex Onto Activated Carbon And Ion Exchange Resins,,,https://search.proquest.com/docview/230785213?accountid=452
"Mohler, Amy Szumigala",1979.0,The Susanville earthquake sequence of 1976,1362.0,Mackay453_Mohler.pdf,
"Mohler, Amy Szumigala",1979,The Susanville Earthquake Sequence Of 1976.,,,https://search.proquest.com/docview/302899951?accountid=452
"Molinari, Mark Philip",1984.0,"Late Cenozoic geology and tectonics of Stewart and Monte Cristo Valleys, west-central Nevada",1927.0,"Mackay454_Molinari.pdf, Mackay454_Molinari_map_0001.jpg, Mackay454_Molinari_map_0002.jpg, Mackay454_Molinari_map_0003.jpg, Mackay454_Molinari_map_0004.jpg, Mackay454_Molinari_map_0005.jpg, Mackay454_Molinari_map_0006.jpg, Mackay454_Molinari_map_0007.jpg",
